"Statistic Label","Year","Sex","Type of Procedure","Area","UNIT","VALUE"
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Donegal","Number",""
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Dublin","Number",""
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Galway","Number",""
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Kildare","Number",""
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Kilkenny","Number",""
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Kerry","Number",""
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Longford","Number",""
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Louth","Number",""
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Limerick","Number",""
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Leitrim","Number",""
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Laois","Number","0"
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Meath","Number",""
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Monaghan","Number",""
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Mayo","Number",""
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Offaly","Number",""
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Roscommon","Number","0"
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Sligo","Number",""
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Tipperary","Number",""
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Waterford","Number",""
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Wicklow","Number",""
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Westmeath","Number","0"
"Median Length of Stay","2023","Both sexes","Orchidopexy","Co. Wexford","Number",""
"Median Length of Stay","2023","Both sexes","Orchidopexy","Non-residents","Number",""
"Median Length of Stay","2023","Both sexes","Orchidopexy","Ireland plus non-residents","Number","1"
"Median Length of Stay","2023","Both sexes","Orchidopexy","Ireland","Number","1"
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Clare","Number","1"
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Cork","Number","1"
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Cavan","Number",""
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Carlow","Number",""
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Donegal","Number","1"
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Dublin","Number","1"
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Galway","Number","1"
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Kildare","Number","1"
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Kilkenny","Number",""
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Kerry","Number","1"
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Longford","Number","1"
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Louth","Number",""
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Limerick","Number","1"
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Leitrim","Number",""
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Laois","Number",""
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Meath","Number",""
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Monaghan","Number","1"
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Mayo","Number","0.8"
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Offaly","Number",""
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Roscommon","Number",""
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Sligo","Number",""
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Tipperary","Number","1"
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Waterford","Number",""
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Wicklow","Number",""
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Westmeath","Number","1"
"Median Length of Stay","2023","Both sexes","Male circumcision","Co. Wexford","Number","1"
"Median Length of Stay","2023","Both sexes","Male circumcision","Non-residents","Number",""
"Median Length of Stay","2023","Both sexes","Male circumcision","Ireland plus non-residents","Number","1"
"Median Length of Stay","2023","Both sexes","Male circumcision","Ireland","Number","1"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Clare","Number","1"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Cork","Number","2"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Cavan","Number","1"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Carlow","Number","2"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Donegal","Number","2"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Dublin","Number","1"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Galway","Number","1"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Kildare","Number","1"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Kilkenny","Number","2"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Kerry","Number","2"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Longford","Number","2"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Louth","Number","2"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Limerick","Number","1"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Leitrim","Number","2"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Laois","Number","1"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Meath","Number","1"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Monaghan","Number","1"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Mayo","Number","2"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Offaly","Number","2"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Roscommon","Number","1"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Sligo","Number","1"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Tipperary","Number","1"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Waterford","Number","2"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Wicklow","Number","1"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Westmeath","Number","2"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Co. Wexford","Number","2"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Non-residents","Number","2"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Ireland plus non-residents","Number","1"
"Median Length of Stay","2023","Both sexes","Gynaecological procedures","Ireland","Number","1"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Clare","Number","1"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Cork","Number","0.5"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Cavan","Number","1"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Carlow","Number","2"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Donegal","Number","1"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Dublin","Number","0.5"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Galway","Number","0.5"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Kildare","Number","0.5"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Kilkenny","Number","1"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Kerry","Number","0.5"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Longford","Number","1.5"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Louth","Number","1"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Limerick","Number","1"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Leitrim","Number","0.5"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Laois","Number","0.8"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Meath","Number","1"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Monaghan","Number","1"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Mayo","Number","0.5"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Offaly","Number","1"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Roscommon","Number","0.5"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Sligo","Number","1"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Tipperary","Number","1"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Waterford","Number","1"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Wicklow","Number","1"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Westmeath","Number","0.5"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Co. Wexford","Number",""
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Non-residents","Number","0"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Ireland plus non-residents","Number","0.5"
"Median Length of Stay","2023","Both sexes","Dilation & curettage","Ireland","Number","0.5"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Clare","Number","1"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Cork","Number","1"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Cavan","Number","1"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Carlow","Number","2"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Donegal","Number","1"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Dublin","Number","1"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Galway","Number","1"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Kildare","Number","1"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Kilkenny","Number","2"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Kerry","Number","1"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Longford","Number","0"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Louth","Number","1"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Limerick","Number","1"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Leitrim","Number",""
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Laois","Number",""
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Meath","Number","1"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Monaghan","Number","1"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Mayo","Number","1"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Offaly","Number","0.8"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Roscommon","Number","1"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Sligo","Number",""
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Tipperary","Number","1"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Waterford","Number","1.5"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Wicklow","Number",""
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Westmeath","Number",""
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Co. Wexford","Number","2"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Non-residents","Number","0"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Ireland plus non-residents","Number","1"
"Median Length of Stay","2023","Both sexes","Hysteroscopy","Ireland","Number","1"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Clare","Number","3"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Cork","Number","3"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Cavan","Number","3"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Carlow","Number","3"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Donegal","Number","3"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Dublin","Number","3"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Galway","Number","5"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Kildare","Number","3"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Kilkenny","Number","3"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Kerry","Number","4"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Longford","Number","3"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Louth","Number","3"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Limerick","Number","3"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Leitrim","Number","3.5"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Laois","Number","3"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Meath","Number","3"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Monaghan","Number","3"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Mayo","Number","4"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Offaly","Number","4"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Roscommon","Number","5"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Sligo","Number","4"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Tipperary","Number","4"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Waterford","Number","3"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Wicklow","Number","2"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Westmeath","Number","4"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Co. Wexford","Number","3"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Non-residents","Number",""
"Median Length of Stay","2023","Both sexes","Hysterectomy","Ireland plus non-residents","Number","3"
"Median Length of Stay","2023","Both sexes","Hysterectomy","Ireland","Number","3"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Clare","Number","2"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Cork","Number","2"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Cavan","Number","3"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Carlow","Number","2"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Donegal","Number","3"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Dublin","Number","2"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Galway","Number","3"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Kildare","Number","3"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Kilkenny","Number","3"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Kerry","Number","3"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Longford","Number","3"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Louth","Number","2"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Limerick","Number","2"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Leitrim","Number","3"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Laois","Number","3"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Meath","Number","2"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Monaghan","Number","1.5"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Mayo","Number","3"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Offaly","Number","4"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Roscommon","Number","2"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Sligo","Number","2"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Tipperary","Number","3"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Waterford","Number","2"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Wicklow","Number","0.5"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Westmeath","Number","4"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Co. Wexford","Number","0.5"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Non-residents","Number",""
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Ireland plus non-residents","Number","2"
"Median Length of Stay","2023","Both sexes","Laparoscopic hysterectomy","Ireland","Number","2"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Clare","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Cork","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Cavan","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Carlow","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Donegal","Number","4"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Dublin","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Galway","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Kildare","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Kilkenny","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Kerry","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Longford","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Louth","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Limerick","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Leitrim","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Laois","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Meath","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Monaghan","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Mayo","Number","2"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Offaly","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Roscommon","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Sligo","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Tipperary","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Waterford","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Wicklow","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Westmeath","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Co. Wexford","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Non-residents","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Ireland plus non-residents","Number","3"
"Median Length of Stay","2023","Both sexes","Obstetric procedures","Ireland","Number","3"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Clare","Number","1"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Cork","Number","3"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Cavan","Number","2"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Carlow","Number","1"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Donegal","Number","4"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Dublin","Number","1"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Galway","Number","1"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Kildare","Number","1"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Kilkenny","Number","1"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Kerry","Number","1"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Longford","Number",""
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Louth","Number","2"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Limerick","Number","1"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Leitrim","Number","0.5"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Laois","Number",""
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Meath","Number","2"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Monaghan","Number","2"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Mayo","Number","1"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Offaly","Number",""
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Roscommon","Number",""
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Sligo","Number",""
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Tipperary","Number","1"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Waterford","Number","1"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Wicklow","Number","1"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Westmeath","Number","1"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Co. Wexford","Number","1"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Non-residents","Number",""
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Ireland plus non-residents","Number","2"
"Median Length of Stay","2023","Both sexes","Medical or surgical induction & augmentation of labour","Ireland","Number","2"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Clare","Number","4"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Cork","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Cavan","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Carlow","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Donegal","Number","4"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Dublin","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Galway","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Kildare","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Kilkenny","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Kerry","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Longford","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Louth","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Limerick","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Leitrim","Number","2.5"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Laois","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Meath","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Monaghan","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Mayo","Number","2"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Offaly","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Roscommon","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Sligo","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Tipperary","Number","4"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Waterford","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Wicklow","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Westmeath","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Co. Wexford","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Non-residents","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Ireland plus non-residents","Number","3"
"Median Length of Stay","2023","Both sexes","Vacuum or forceps extraction","Ireland","Number","3"
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Clare","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Cork","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Cavan","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Carlow","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Donegal","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Dublin","Number","3"
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Galway","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Kildare","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Kilkenny","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Kerry","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Longford","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Louth","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Limerick","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Leitrim","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Laois","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Meath","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Monaghan","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Mayo","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Offaly","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Roscommon","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Sligo","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Tipperary","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Waterford","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Wicklow","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Westmeath","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Co. Wexford","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Non-residents","Number",""
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Ireland plus non-residents","Number","3"
"Median Length of Stay","2023","Both sexes","Breech delivery & extraction","Ireland","Number","3"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Clare","Number","4"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Cork","Number","4"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Cavan","Number","3"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Carlow","Number","4"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Donegal","Number","4"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Dublin","Number","4"
"Median Length of Stay","2023","Both sexes","Casearean section","Co. Galway","Number","4"
